Category;Sub-Category;Month;Millions of Dollars
Cereals and bakery products;Bakery products;1978-09-01;16869
Cereals and bakery products;Bakery products;1978-10-01;16811
Cereals and bakery products;Bakery products;1978-11-01;17150
Cereals and bakery products;Bakery products;1978-12-01;17442
Cereals and bakery products;Bakery products;1979-01-01;17799
Cereals and bakery products;Bakery products;1979-02-01;17907
Cereals and bakery products;Bakery products;1979-03-01;18170
Cereals and bakery products;Bakery products;1979-04-01;18026
Cereals and bakery products;Bakery products;1979-05-01;18530
Cereals and bakery products;Bakery products;1979-06-01;19219
Cereals and bakery products;Bakery products;1979-07-01;18741
Cereals and bakery products;Bakery products;1979-08-01;19130
Cereals and bakery products;Bakery products;1979-09-01;19510
Cereals and bakery products;Bakery products;1979-10-01;19600
Cereals and bakery products;Bakery products;1979-11-01;20066
Cereals and bakery products;Bakery products;1979-12-01;20077
Cereals and bakery products;Bakery products;1980-01-01;20324
Cereals and bakery products;Bakery products;1980-02-01;20470
Cereals and bakery products;Bakery products;1980-03-01;20696
Cereals and bakery products;Bakery products;1980-04-01;20755
Cereals and bakery products;Bakery products;1980-05-01;20929
Cereals and bakery products;Bakery products;1980-06-01;20933
Cereals and bakery products;Bakery products;1980-07-01;21123
Cereals and bakery products;Bakery products;1980-08-01;21558
Cereals and bakery products;Bakery products;1980-09-01;21588
Cereals and bakery products;Bakery products;1980-10-01;21778
Cereals and bakery products;Bakery products;1980-11-01;21849
Cereals and bakery products;Bakery products;1980-12-01;22000
Cereals and bakery products;Bakery products;1981-01-01;22130
Cereals and bakery products;Bakery products;1981-02-01;22073
Cereals and bakery products;Bakery products;1981-03-01;22041
Cereals and bakery products;Bakery products;1981-04-01;22253
Cereals and bakery products;Bakery products;1981-05-01;22295
Cereals and bakery products;Bakery products;1981-06-01;22363
Cereals and bakery products;Bakery products;1981-07-01;22477
Cereals and bakery products;Bakery products;1981-08-01;22665
Cereals and bakery products;Bakery products;1981-09-01;22534
Cereals and bakery products;Bakery products;1981-10-01;22858
Cereals and bakery products;Bakery products;1981-11-01;22858
Cereals and bakery products;Bakery products;1981-12-01;23176
Cereals and bakery products;Bakery products;1982-01-01;23284
Cereals and bakery products;Bakery products;1982-02-01;23609
Cereals and bakery products;Bakery products;1982-03-01;23571
Cereals and bakery products;Bakery products;1982-04-01;23882
Cereals and bakery products;Bakery products;1982-05-01;24076
Cereals and bakery products;Bakery products;1982-06-01;24125
Cereals and bakery products;Bakery products;1982-07-01;24416
Cereals and bakery products;Bakery products;1982-08-01;24184
Cereals and bakery products;Bakery products;1982-09-01;24268
Cereals and bakery products;Bakery products;1982-10-01;24504
Cereals and bakery products;Bakery products;1982-11-01;24122
Cereals and bakery products;Bakery products;1982-12-01;24391
Cereals and bakery products;Bakery products;1983-01-01;23577
Cereals and bakery products;Bakery products;1983-02-01;23603
Cereals and bakery products;Bakery products;1983-03-01;23538
Cereals and bakery products;Bakery products;1983-04-01;23528
Cereals and bakery products;Bakery products;1983-05-01;23386
Cereals and bakery products;Bakery products;1983-06-01;23490
Cereals and bakery products;Bakery products;1983-07-01;23585
Cereals and bakery products;Bakery products;1983-08-01;23464
Cereals and bakery products;Bakery products;1983-09-01;23517
Cereals and bakery products;Bakery products;1983-10-01;23516
Cereals and bakery products;Bakery products;1983-11-01;23669
Cereals and bakery products;Bakery products;1983-12-01;23670
Cereals and bakery products;Bakery products;1984-01-01;23966
Cereals and bakery products;Bakery products;1984-02-01;24084
Cereals and bakery products;Bakery products;1984-03-01;24371
Cereals and bakery products;Bakery products;1984-04-01;24554
Cereals and bakery products;Bakery products;1984-05-01;24654
Cereals and bakery products;Bakery products;1984-06-01;25021
Cereals and bakery products;Bakery products;1984-07-01;24983
Cereals and bakery products;Bakery products;1984-08-01;25170
Cereals and bakery products;Bakery products;1984-09-01;25468
Cereals and bakery products;Bakery products;1984-10-01;25403
Cereals and bakery products;Bakery products;1984-11-01;25664
Cereals and bakery products;Bakery products;1984-12-01;25550
Cereals and bakery products;Bakery products;1985-01-01;25880
Cereals and bakery products;Bakery products;1985-02-01;26113
Cereals and bakery products;Bakery products;1985-03-01;26142
Cereals and bakery products;Bakery products;1985-04-01;26490
Cereals and bakery products;Bakery products;1985-05-01;26455
Cereals and bakery products;Bakery products;1985-06-01;26409
Cereals and bakery products;Bakery products;1985-07-01;26422
Cereals and bakery products;Bakery products;1985-08-01;26500
Cereals and bakery products;Bakery products;1985-09-01;26651
Cereals and bakery products;Bakery products;1985-10-01;26520
Cereals and bakery products;Bakery products;1985-11-01;26679
Cereals and bakery products;Bakery products;1985-12-01;26732
Cereals and bakery products;Bakery products;1986-01-01;26622
Cereals and bakery products;Bakery products;1986-02-01;26252
Cereals and bakery products;Bakery products;1986-03-01;26133
Cereals and bakery products;Bakery products;1986-04-01;25644
Cereals and bakery products;Bakery products;1986-05-01;25612
Cereals and bakery products;Bakery products;1986-06-01;25502
Cereals and bakery products;Bakery products;1986-07-01;25471
Cereals and bakery products;Bakery products;1986-08-01;25122
Cereals and bakery products;Bakery products;1986-09-01;25338
Cereals and bakery products;Bakery products;1986-10-01;25499
Cereals and bakery products;Bakery products;1986-11-01;25490
Cereals and bakery products;Bakery products;1986-12-01;25580
Cereals and bakery products;Bakery products;1987-01-01;25422
Cereals and bakery products;Bakery products;1987-02-01;25658
Cereals and bakery products;Bakery products;1987-03-01;25609
Cereals and bakery products;Bakery products;1987-04-01;25804
Cereals and bakery products;Bakery products;1987-05-01;25786
Cereals and bakery products;Bakery products;1987-06-01;26012
Cereals and bakery products;Bakery products;1987-07-01;25978
Cereals and bakery products;Bakery products;1987-08-01;26246
Cereals and bakery products;Bakery products;1987-09-01;26212
Cereals and bakery products;Bakery products;1987-10-01;26271
Cereals and bakery products;Bakery products;1987-11-01;26314
Cereals and bakery products;Bakery products;1987-12-01;26489
Cereals and bakery products;Bakery products;1988-01-01;26461
Cereals and bakery products;Bakery products;1988-02-01;26602
Cereals and bakery products;Bakery products;1988-03-01;27066
Cereals and bakery products;Bakery products;1988-04-01;27125
Cereals and bakery products;Bakery products;1988-05-01;27354
Cereals and bakery products;Bakery products;1988-06-01;27369
Cereals and bakery products;Bakery products;1988-07-01;27754
Cereals and bakery products;Bakery products;1988-08-01;28097
Cereals and bakery products;Bakery products;1988-09-01;28024
Cereals and bakery products;Bakery products;1988-10-01;28227
Cereals and bakery products;Bakery products;1988-11-01;28422
Cereals and bakery products;Bakery products;1988-12-01;28314
Cereals and bakery products;Bakery products;1989-01-01;28760
Cereals and bakery products;Bakery products;1989-02-01;28866
Cereals and bakery products;Bakery products;1989-03-01;28884
Cereals and bakery products;Bakery products;1989-04-01;28928
Cereals and bakery products;Bakery products;1989-05-01;29252
Cereals and bakery products;Bakery products;1989-06-01;29294
Cereals and bakery products;Bakery products;1989-07-01;29441
Cereals and bakery products;Bakery products;1989-08-01;29604
Cereals and bakery products;Bakery products;1989-09-01;29907
Cereals and bakery products;Bakery products;1989-10-01;29871
Cereals and bakery products;Bakery products;1989-11-01;30123
Cereals and bakery products;Bakery products;1989-12-01;30531
Cereals and bakery products;Bakery products;1990-01-01;30478
Cereals and bakery products;Bakery products;1990-02-01;30892
Cereals and bakery products;Bakery products;1990-03-01;31289
Cereals and bakery products;Bakery products;1990-04-01;31218
Cereals and bakery products;Bakery products;1990-05-01;31310
Cereals and bakery products;Bakery products;1990-06-01;31711
Cereals and bakery products;Bakery products;1990-07-01;31605
Cereals and bakery products;Bakery products;1990-08-01;31724
Cereals and bakery products;Bakery products;1990-09-01;32093
Cereals and bakery products;Bakery products;1990-10-01;31623
Cereals and bakery products;Bakery products;1990-11-01;31967
Cereals and bakery products;Bakery products;1990-12-01;31671
Cereals and bakery products;Cereals;1976-01-01;6494
Cereals and bakery products;Cereals;1976-02-01;6411
Cereals and bakery products;Cereals;1976-03-01;6437
Cereals and bakery products;Cereals;1976-04-01;6466
Cereals and bakery products;Cereals;1976-05-01;6482
Cereals and bakery products;Cereals;1976-06-01;6571
Cereals and bakery products;Cereals;1976-07-01;6530
Cereals and bakery products;Cereals;1976-08-01;6609
Cereals and bakery products;Cereals;1976-09-01;6609
Cereals and bakery products;Cereals;1976-10-01;6678
Cereals and bakery products;Cereals;1976-11-01;6632
Cereals and bakery products;Cereals;1976-12-01;6739
Cereals and bakery products;Cereals;1977-01-01;6866
Cereals and bakery products;Cereals;1977-02-01;6796
Cereals and bakery products;Cereals;1977-03-01;6783
Cereals and bakery products;Cereals;1977-04-01;6854
Cereals and bakery products;Cereals;1977-05-01;7020
Cereals and bakery products;Cereals;1977-06-01;7035
Cereals and bakery products;Cereals;1977-07-01;7066
Cereals and bakery products;Cereals;1977-08-01;7009
Cereals and bakery products;Cereals;1977-09-01;7014
Cereals and bakery products;Cereals;1977-10-01;7123
Cereals and bakery products;Cereals;1977-11-01;7318
Cereals and bakery products;Cereals;1977-12-01;7179
Cereals and bakery products;Cereals;1978-01-01;7082
Cereals and bakery products;Cereals;1978-02-01;7167
Cereals and bakery products;Cereals;1978-03-01;7203
Cereals and bakery products;Cereals;1978-04-01;7158
Cereals and bakery products;Cereals;1978-05-01;7212
Cereals and bakery products;Cereals;1978-06-01;7306
Cereals and bakery products;Cereals;1978-07-01;7267
Cereals and bakery products;Cereals;1978-08-01;7327
Cereals and bakery products;Cereals;1978-09-01;7455
Cereals and bakery products;Cereals;1978-10-01;7433
Cereals and bakery products;Cereals;1978-11-01;7588
Cereals and bakery products;Cereals;1978-12-01;7724
Cereals and bakery products;Cereals;1979-01-01;7867
Cereals and bakery products;Cereals;1979-02-01;7892
Cereals and bakery products;Cereals;1979-03-01;7999
Cereals and bakery products;Cereals;1979-04-01;7935
Cereals and bakery products;Cereals;1979-05-01;8169
Cereals and bakery products;Cereals;1979-06-01;8494
Cereals and bakery products;Cereals;1979-07-01;8311
Cereals and bakery products;Cereals;1979-08-01;8519
Cereals and bakery products;Cereals;1979-09-01;8732
Cereals and bakery products;Cereals;1979-10-01;8820
Cereals and bakery products;Cereals;1979-11-01;9081
Cereals and bakery products;Cereals;1979-12-01;9141
Cereals and bakery products;Cereals;1980-01-01;9290
Cereals and bakery products;Cereals;1980-02-01;9385
Cereals and bakery products;Cereals;1980-03-01;9531
Cereals and bakery products;Cereals;1980-04-01;9609
Cereals and bakery products;Cereals;1980-05-01;9750
Cereals and bakery products;Cereals;1980-06-01;9817
Cereals and bakery products;Cereals;1980-07-01;9980
Cereals and bakery products;Cereals;1980-08-01;10261
Cereals and bakery products;Cereals;1980-09-01;10350
Cereals and bakery products;Cereals;1980-10-01;10516
Cereals and bakery products;Cereals;1980-11-01;10621
Cereals and bakery products;Cereals;1980-12-01;10758
Cereals and bakery products;Cereals;1981-01-01;10906
Cereals and bakery products;Cereals;1981-02-01;10974
Cereals and bakery products;Cereals;1981-03-01;11039
Cereals and bakery products;Cereals;1981-04-01;11209
Cereals and bakery products;Cereals;1981-05-01;11280
Cereals and bakery products;Cereals;1981-06-01;11349
Cereals and bakery products;Cereals;1981-07-01;11424
Cereals and bakery products;Cereals;1981-08-01;11524
Cereals and bakery products;Cereals;1981-09-01;11444
Cereals and bakery products;Cereals;1981-10-01;11583
Cereals and bakery products;Cereals;1981-11-01;11540
Cereals and bakery products;Cereals;1981-12-01;11644
Cereals and bakery products;Cereals;1982-01-01;11627
Cereals and bakery products;Cereals;1982-02-01;11720
Cereals and bakery products;Cereals;1982-03-01;11632
Cereals and bakery products;Cereals;1982-04-01;11717
Cereals and bakery products;Cereals;1982-05-01;11745
Cereals and bakery products;Cereals;1982-06-01;11705
Cereals and bakery products;Cereals;1982-07-01;11786
Cereals and bakery products;Cereals;1982-08-01;11622
Cereals and bakery products;Cereals;1982-09-01;11618
Cereals and bakery products;Cereals;1982-10-01;11693
Cereals and bakery products;Cereals;1982-11-01;11487
Cereals and bakery products;Cereals;1982-12-01;11605
Cereals and bakery products;Cereals;1983-01-01;11230
Cereals and bakery products;Cereals;1983-02-01;11247
Cereals and bakery products;Cereals;1983-03-01;11220
Cereals and bakery products;Cereals;1983-04-01;11215
Cereals and bakery products;Cereals;1983-05-01;11149
Cereals and bakery products;Cereals;1983-06-01;11198
Cereals and bakery products;Cereals;1983-07-01;11246
Cereals and bakery products;Cereals;1983-08-01;11190
Cereals and bakery products;Cereals;1983-09-01;11217
Cereals and bakery products;Cereals;1983-10-01;11220
Cereals and bakery products;Cereals;1983-11-01;11296
Cereals and bakery products;Cereals;1983-12-01;11300
Cereals and bakery products;Cereals;1984-01-01;11459
Cereals and bakery products;Cereals;1984-02-01;11544
Cereals and bakery products;Cereals;1984-03-01;11702
Cereals and bakery products;Cereals;1984-04-01;11801
Cereals and bakery products;Cereals;1984-05-01;11851
Cereals and bakery products;Cereals;1984-06-01;12024
Cereals and bakery products;Cereals;1984-07-01;11993
Cereals and bakery products;Cereals;1984-08-01;12066
Cereals and bakery products;Cereals;1984-09-01;12185
Cereals and bakery products;Cereals;1984-10-01;12127
Cereals and bakery products;Cereals;1984-11-01;12221
Cereals and bakery products;Cereals;1984-12-01;12134
Cereals and bakery products;Cereals;1985-01-01;12191
Cereals and bakery products;Cereals;1985-02-01;12170
Cereals and bakery products;Cereals;1985-03-01;12092
Cereals and bakery products;Cereals;1985-04-01;12200
Cereals and bakery products;Cereals;1985-05-01;12165
Cereals and bakery products;Cereals;1985-06-01;12155
Cereals and bakery products;Cereals;1985-07-01;12204
Cereals and bakery products;Cereals;1985-08-01;12308
Cereals and bakery products;Cereals;1985-09-01;12474
Cereals and bakery products;Cereals;1985-10-01;12532
Cereals and bakery products;Cereals;1985-11-01;12745
Cereals and bakery products;Cereals;1985-12-01;12929
Cereals and bakery products;Cereals;1986-01-01;13039
Cereals and bakery products;Cereals;1986-02-01;13023
Cereals and bakery products;Cereals;1986-03-01;13137
Cereals and bakery products;Cereals;1986-04-01;13066
Cereals and bakery products;Cereals;1986-05-01;13225
Cereals and bakery products;Cereals;1986-06-01;13338
Cereals and bakery products;Cereals;1986-07-01;13487
Cereals and bakery products;Cereals;1986-08-01;13453
Cereals and bakery products;Cereals;1986-09-01;13704
Cereals and bakery products;Cereals;1986-10-01;13910
Cereals and bakery products;Cereals;1986-11-01;14000
Cereals and bakery products;Cereals;1986-12-01;14114
Cereals and bakery products;Cereals;1987-01-01;14064
Cereals and bakery products;Cereals;1987-02-01;14231
Cereals and bakery products;Cereals;1987-03-01;14238
Cereals and bakery products;Cereals;1987-04-01;14382
Cereals and bakery products;Cereals;1987-05-01;14404
Cereals and bakery products;Cereals;1987-06-01;14564
Cereals and bakery products;Cereals;1987-07-01;14573
Cereals and bakery products;Cereals;1987-08-01;14750
Cereals and bakery products;Cereals;1987-09-01;14755
Cereals and bakery products;Cereals;1987-10-01;14797
Cereals and bakery products;Cereals;1987-11-01;14845
Cereals and bakery products;Cereals;1987-12-01;14972
Cereals and bakery products;Cereals;1988-01-01;15089
Cereals and bakery products;Cereals;1988-02-01;15241
Cereals and bakery products;Cereals;1988-03-01;15579
Cereals and bakery products;Cereals;1988-04-01;15620
Cereals and bakery products;Cereals;1988-05-01;15792
Cereals and bakery products;Cereals;1988-06-01;15841
Cereals and bakery products;Cereals;1988-07-01;16104
Cereals and bakery products;Cereals;1988-08-01;16346
Cereals and bakery products;Cereals;1988-09-01;16346
Cereals and bakery products;Cereals;1988-10-01;16505
Cereals and bakery products;Cereals;1988-11-01;16665
Cereals and bakery products;Cereals;1988-12-01;16652
Cereals and bakery products;Cereals;1989-01-01;16976
Cereals and bakery products;Cereals;1989-02-01;17091
Cereals and bakery products;Cereals;1989-03-01;17152
Cereals and bakery products;Cereals;1989-04-01;17223
Cereals and bakery products;Cereals;1989-05-01;17465
Cereals and bakery products;Cereals;1989-06-01;17539
Cereals and bakery products;Cereals;1989-07-01;17676
Cereals and bakery products;Cereals;1989-08-01;17823
Cereals and bakery products;Cereals;1989-09-01;18056
Cereals and bakery products;Cereals;1989-10-01;18084
Cereals and bakery products;Cereals;1989-11-01;18287
Cereals and bakery products;Cereals;1989-12-01;18585
Cereals and bakery products;Cereals;1990-01-01;18603
Cereals and bakery products;Cereals;1990-02-01;18907
Cereals and bakery products;Cereals;1990-03-01;19203
Cereals and bakery products;Cereals;1990-04-01;19212
Cereals and bakery products;Cereals;1990-05-01;19321
Cereals and bakery products;Cereals;1990-06-01;19623
Cereals and bakery products;Cereals;1990-07-01;19610
Cereals and bakery products;Cereals;1990-08-01;19738
Cereals and bakery products;Cereals;1990-09-01;20022
Cereals and bakery products;Cereals;1990-10-01;19787
Cereals and bakery products;Cereals;1990-11-01;20052
Cereals and bakery products;Cereals;1990-12-01;19911
Fats and oils;Fats and oils;1976-01-01;4148
Fats and oils;Fats and oils;1976-02-01;3986
Fats and oils;Fats and oils;1976-03-01;3909
Fats and oils;Fats and oils;1976-04-01;3852
Fats and oils;Fats and oils;1976-05-01;3801
Fats and oils;Fats and oils;1976-06-01;3805
Fats and oils;Fats and oils;1976-07-01;3752
Fats and oils;Fats and oils;1976-08-01;3779
Fats and oils;Fats and oils;1976-09-01;3775
Fats and oils;Fats and oils;1976-10-01;3825
Fats and oils;Fats and oils;1976-11-01;3824
Fats and oils;Fats and oils;1976-12-01;3926
Fats and oils;Fats and oils;1977-01-01;4051
Fats and oils;Fats and oils;1977-02-01;4075
Fats and oils;Fats and oils;1977-03-01;4133
Fats and oils;Fats and oils;1977-04-01;4243
Fats and oils;Fats and oils;1977-05-01;4411
Fats and oils;Fats and oils;1977-06-01;4483
Fats and oils;Fats and oils;1977-07-01;4559
Fats and oils;Fats and oils;1977-08-01;4572
Fats and oils;Fats and oils;1977-09-01;4618
Fats and oils;Fats and oils;1977-10-01;4724
Fats and oils;Fats and oils;1977-11-01;4879
Fats and oils;Fats and oils;1977-12-01;4799
Fats and oils;Fats and oils;1978-01-01;4785
Fats and oils;Fats and oils;1978-02-01;4871
Fats and oils;Fats and oils;1978-03-01;4918
Fats and oils;Fats and oils;1978-04-01;4907
Fats and oils;Fats and oils;1978-05-01;4956
Fats and oils;Fats and oils;1978-06-01;5028
Fats and oils;Fats and oils;1978-07-01;5007
Fats and oils;Fats and oils;1978-08-01;5047
Fats and oils;Fats and oils;1978-09-01;5131
Fats and oils;Fats and oils;1978-10-01;5109
Fats and oils;Fats and oils;1978-11-01;5204
Fats and oils;Fats and oils;1978-12-01;5282
Fats and oils;Fats and oils;1979-01-01;5384
